scale=5.0
height=1728.0
width=3072.0
1545,142,8,0,0
1545,142,8,5.0990195135927845,-1.3734007669450161
1540,141,8,6.0,-1.5707963267948966
1534,141,8,5.0990195135927845,-1.3734007669450161
1529,140,8,7.0710678118654755,4.570491925780526
1522,141,8,7.0,-1.5707963267948966
1515,141,8,6.082762530298219,4.547240302970063
1509,142,8,7.0710678118654755,4.570491925780526
1502,143,8,9.055385138137417,4.601731759210795
1493,144,8,9.0,-1.5707963267948966
1484,144,8,10.198039027185569,4.514993420534809
1474,146,8,9.0,-1.5707963267948966
1465,146,8,6.082762530298219,4.547240302970063
1459,147,8,6.708203932499369,4.2487413713838835
1453,150,8,7.0,-1.5707963267948966
1446,150,8,7.280109889280518,4.434089321379578
1439,152,8,8.06225774829855,4.588033985837928
1431,153,8,8.06225774829855,4.588033985837928
1423,154,8,7.280109889280518,4.434089321379578
1416,156,8,6.324555320336759,4.3906384259880475
1410,158,8,5.385164807134504,4.331882603272325
1405,160,8,6.708203932499369,4.2487413713838835
1399,163,8,6.4031242374328485,4.037648038161137
1394,167,8,8.0,-1.5707963267948966
1386,167,8,6.4031242374328485,4.037648038161137
1381,171,8,6.0,-1.5707963267948966
1375,171,8,12.206555615733702,4.101663015995481
1365,178,8,6.708203932499369,4.2487413713838835
1359,181,8,5.830951894845301,4.171969480114106
1354,184,8,7.0710678118654755,4.570491925780526
1347,185,8,13.601470508735444,4.41389004879851
1334,189,8,12.727922061357855,3.9269908169872414
1325,198,8,16.401219466856727,4.056693354143153
1312,208,8,16.278820596099706,3.8835399215957107
1301,220,8,11.313708498984761,3.9269908169872414
1293,228,8,8.94427190999916,3.6052402625905993
1289,236,8,11.313708498984761,3.9269908169872414
1281,244,8,11.313708498984761,3.9269908169872414
1273,252,8,9.433981132056603,3.7001919689333556
1268,260,8,13.601470508735444,4.083592693969257
1257,268,8,12.083045973594572,4.285761487257814
1246,273,8,10.0,4.068887871591405
1238,279,8,8.06225774829855,4.193242866138167
1231,283,8,10.295630140987,4.205290475992353
1222,288,8,16.64331697709324,4.141051500551063
1208,297,8,8.94427190999916,4.2487413713838835
1200,301,8,11.313708498984761,3.9269908169872414
1192,309,8,17.0,4.222431654130961
1177,317,8,18.35755975068582,4.199999520073952
1161,326,8,20.591260281974,4.205290475992353
1143,336,8,19.72308292331602,4.180664913125884
1126,346,8,21.95449840010015,4.187593208734583
1107,357,8,18.110770276274835,4.601731759210795
1089,359,8,16.0312195418814,4.649970170388732
1073,360,8,24.08318915758459,4.629247748496248
1049,362,8,17.11724276862369,4.5952802358178255
1032,364,8,12.165525060596439,4.547240302970063
1020,366,8,9.219544457292887,4.493720034510748
1011,368,8,20.09975124224178,-1.4711276743037347
991,366,8,15.132745950421556,-1.4382447944982228
976,364,8,24.08318915758459,-1.4876550949064553
952,362,8,25.317977802344327,-1.412141064608495
927,358,8,19.026297590440446,-1.518213265183955
908,357,8,17.46424919657298,-1.3397056595989998
891,353,8,19.0,-1.5707963267948966
872,353,8,7.0,-1.5707963267948966
865,353,8,7.0,-1.5707963267948966
858,353,8,11.0,-1.5707963267948966
847,353,8,16.0,-1.5707963267948966
831,353,8,14.035668847618199,4.641081515599399
817,354,8,13.038404810405298,-1.4940244355251187
